"v021","v022","mort_adulte","age_ref","sexe_fratrie","v190","v024","v025","v106","v501","poids"
184,17,0,26,2,2,9,2,2,1,0.932553
184,17,0,19,2,3,9,2,1,0,0.932553
184,17,0,24,2,3,9,2,1,1,0.932553
184,17,0,21,2,3,9,2,1,1,0.932553
184,17,0,17,1,3,9,2,1,1,0.932553
184,17,0,33,1,3,9,2,1,1,0.932553
184,17,0,24,2,3,9,2,1,1,0.932553
184,17,0,33,1,3,9,2,2,5,0.932553
184,17,0,29,2,3,9,2,2,5,0.932553
184,17,0,20,2,2,9,2,2,0,0.932553
184,17,0,18,2,2,9,2,2,0,0.932553
184,17,0,17,1,2,9,2,1,1,0.932553
184,17,0,50,1,2,9,2,1,1,0.932553
184,17,0,45,2,2,9,2,1,1,0.932553
184,17,0,40,1,2,9,2,1,1,0.932553
184,17,0,30,2,2,9,2,1,1,0.932553
184,17,0,27,2,2,9,2,1,1,0.932553
184,17,0,25,2,2,9,2,1,1,0.932553
184,17,0,23,2,2,9,2,1,1,0.932553
184,17,0,19,1,2,9,2,1,1,0.932553
184,17,0,17,2,2,9,2,1,1,0.932553
184,17,0,29,1,2,9,2,1,1,0.932553
184,17,0,29,1,2,9,2,1,1,0.932553
184,17,0,26,2,2,9,2,1,1,0.932553
184,17,0,23,1,2,9,2,1,1,0.932553
184,17,0,18,2,2,9,2,1,1,0.932553
184,17,0,29,2,2,9,2,1,1,0.932553
184,17,0,24,1,2,9,2,1,1,0.932553
184,17,0,22,2,2,9,2,1,1,0.932553
184,17,0,20,2,2,9,2,1,1,0.932553
184,17,0,16,2,2,9,2,1,1,0.932553
184,17,0,38,1,2,9,2,1,1,0.932553
184,17,0,29,1,2,9,2,1,1,0.932553
184,17,0,27,1,2,9,2,1,1,0.932553
184,17,0,24,2,2,9,2,1,1,0.932553
184,17,0,21,1,2,9,2,1,1,0.932553
184,17,0,15,2,2,9,2,1,1,0.932553
184,17,0,35,2,3,9,2,1,1,0.932553
184,17,0,32,2,3,9,2,1,1,0.932553
184,17,0,30,1,3,9,2,1,1,0.932553
184,17,0,16,2,3,9,2,1,1,0.932553
184,17,0,28,2,3,9,2,1,1,0.932553
184,17,0,22,1,3,9,2,1,1,0.932553
184,17,0,49,2,3,9,2,2,1,0.932553
184,17,0,46,1,3,9,2,2,1,0.932553
184,17,0,40,2,3,9,2,2,1,0.932553
184,17,0,37,2,3,9,2,2,1,0.932553
184,17,0,35,2,3,9,2,2,1,0.932553
184,17,0,28,2,3,9,2,2,1,0.932553
184,17,0,28,1,3,9,2,2,0,0.932553
184,17,0,25,2,3,9,2,2,0,0.932553
184,17,0,23,1,3,9,2,2,0,0.932553
184,17,0,20,1,3,9,2,2,0,0.932553
184,17,0,25,2,3,9,2,1,1,0.932553
184,17,0,23,1,3,9,2,1,1,0.932553
184,17,0,22,1,3,9,2,1,1,0.932553
184,17,0,20,2,3,9,2,1,1,0.932553
184,17,0,35,1,2,9,2,1,1,0.932553
184,17,0,32,2,2,9,2,1,1,0.932553
184,17,0,30,2,2,9,2,1,1,0.932553
184,17,0,25,1,2,9,2,1,1,0.932553
184,17,0,18,1,2,9,2,1,1,0.932553
184,17,0,43,2,3,9,2,1,1,0.932553
184,17,0,39,1,3,9,2,1,1,0.932553
184,17,0,37,2,3,9,2,1,1,0.932553
184,17,0,35,1,3,9,2,1,1,0.932553
184,17,0,33,2,3,9,2,1,1,0.932553
184,17,0,30,2,3,9,2,1,1,0.932553
184,17,0,56,2,3,9,2,2,1,0.932553
184,17,0,54,1,3,9,2,2,1,0.932553
184,17,0,51,1,3,9,2,2,1,0.932553
184,17,0,49,2,3,9,2,2,1,0.932553
184,17,0,47,2,3,9,2,2,1,0.932553
184,17,0,42,2,3,9,2,2,1,0.932553
184,17,1,38,1,3,9,2,1,1,0.932553
184,17,0,40,1,3,9,2,1,1,0.932553
184,17,0,35,2,3,9,2,1,1,0.932553
184,17,0,32,1,3,9,2,1,1,0.932553
184,17,0,29,1,3,9,2,1,1,0.932553
184,17,0,23,1,3,9,2,1,1,0.932553
184,17,0,30,2,3,9,2,1,0,0.932553
184,17,0,27,2,3,9,2,1,0,0.932553
184,17,0,25,1,3,9,2,1,0,0.932553
184,17,0,22,2,3,9,2,1,0,0.932553
184,17,0,20,1,3,9,2,1,0,0.932553
184,17,0,18,1,3,9,2,1,0,0.932553
184,17,0,53,1,3,9,2,1,1,0.932553
184,17,0,50,2,3,9,2,1,1,0.932553
184,17,0,48,1,3,9,2,1,1,0.932553
184,17,0,44,1,3,9,2,1,1,0.932553
184,17,0,42,1,3,9,2,1,1,0.932553
184,17,0,40,1,3,9,2,1,1,0.932553
185,16,0,55,1,4,9,1,1,0,1.019621
185,16,0,53,2,4,9,1,1,0,1.019621
185,16,0,51,1,4,9,1,1,0,1.019621
185,16,0,49,2,4,9,1,1,0,1.019621
185,16,0,46,2,4,9,1,1,0,1.019621
185,16,0,44,2,4,9,1,1,0,1.019621
185,16,0,53,1,4,9,1,2,2,1.019621
185,16,0,38,2,4,9,1,2,2,1.019621
185,16,0,37,2,4,9,1,2,2,1.019621
185,16,0,35,2,4,9,1,2,2,1.019621
185,16,0,25,2,4,9,1,2,2,1.019621
185,16,0,19,2,4,9,1,2,2,1.019621
185,16,0,15,1,4,9,1,2,2,1.019621
185,16,0,25,2,4,9,1,2,0,1.019621
185,16,0,19,1,4,9,1,2,0,1.019621
185,16,0,15,2,4,9,1,2,0,1.019621
185,16,0,15,1,4,9,1,2,0,1.019621
185,16,0,24,1,4,9,1,2,0,1.019621
185,16,0,21,1,4,9,1,2,0,1.019621
185,16,0,56,2,4,9,1,2,1,1.019621
185,16,1,46,1,4,9,1,2,1,1.019621
185,16,0,28,2,4,9,1,3,0,1.019621
185,16,0,28,1,4,9,1,3,0,1.019621
185,16,0,53,2,3,9,1,1,3,1.019621
185,16,0,50,2,3,9,1,1,3,1.019621
185,16,0,48,2,3,9,1,1,3,1.019621
185,16,0,45,1,3,9,1,1,3,1.019621
185,16,0,40,2,3,9,1,1,3,1.019621
185,16,0,37,1,3,9,1,1,3,1.019621
185,16,0,35,2,3,9,1,1,3,1.019621
185,16,0,28,1,3,9,1,1,3,1.019621
185,16,0,49,2,5,9,1,2,1,1.019621
185,16,0,46,2,5,9,1,2,1,1.019621
185,16,0,40,1,5,9,1,2,1,1.019621
185,16,0,38,1,5,9,1,2,1,1.019621
185,16,0,15,1,3,9,1,2,0,1.019621
185,16,0,36,1,4,9,1,2,0,1.019621
185,16,0,34,1,4,9,1,2,0,1.019621
185,16,0,31,2,4,9,1,2,0,1.019621
185,16,0,15,1,5,9,1,2,0,1.019621
185,16,0,29,2,5,9,1,2,1,1.019621
185,16,0,22,2,5,9,1,2,1,1.019621
185,16,0,43,2,5,9,1,3,0,1.019621
185,16,0,41,2,5,9,1,3,0,1.019621
185,16,1,33,2,5,9,1,3,0,1.019621
185,16,0,36,2,5,9,1,3,0,1.019621
185,16,0,34,2,5,9,1,3,0,1.019621
185,16,0,32,2,5,9,1,3,0,1.019621
185,16,0,28,1,5,9,1,3,0,1.019621
185,16,0,26,1,5,9,1,3,0,1.019621
185,16,0,24,1,5,9,1,3,0,1.019621
185,16,0,33,2,3,9,1,2,2,1.019621
185,16,0,30,2,3,9,1,2,2,1.019621
185,16,0,27,2,3,9,1,2,2,1.019621
185,16,0,25,1,3,9,1,2,2,1.019621
185,16,0,23,1,3,9,1,2,2,1.019621
185,16,0,47,1,4,9,1,2,2,1.019621
185,16,0,44,1,4,9,1,2,2,1.019621
185,16,0,42,1,4,9,1,2,2,1.019621
185,16,0,40,1,4,9,1,2,2,1.019621
185,16,1,34,1,4,9,1,2,2,1.019621
185,16,0,34,1,4,9,1,2,2,1.019621
185,16,0,32,1,4,9,1,2,2,1.019621
185,16,0,30,2,4,9,1,2,2,1.019621
185,16,0,28,1,4,9,1,2,2,1.019621
185,16,0,18,1,4,9,1,2,2,1.019621
185,16,0,21,2,4,9,1,2,0,1.019621
185,16,0,17,1,4,9,1,2,0,1.019621
185,16,0,35,1,4,9,1,1,1,1.019621
185,16,0,33,2,4,9,1,1,1,1.019621
185,16,0,30,2,4,9,1,1,1,1.019621
185,16,0,27,2,4,9,1,1,1,1.019621
185,16,0,25,2,4,9,1,1,1,1.019621
185,16,0,16,2,4,9,1,1,1,1.019621
185,16,0,34,2,4,9,1,2,0,1.019621
185,16,0,30,1,4,9,1,2,0,1.019621
185,16,0,25,1,4,9,1,2,0,1.019621
185,16,0,23,2,4,9,1,2,0,1.019621
185,16,0,20,1,4,9,1,2,0,1.019621
185,16,0,34,2,4,9,1,2,0,1.019621
185,16,0,30,2,4,9,1,2,0,1.019621
185,16,0,27,2,4,9,1,2,0,1.019621
185,16,0,25,1,4,9,1,2,0,1.019621
185,16,0,20,1,4,9,1,2,0,1.019621
185,16,1,45,1,5,9,1,1,2,1.019621
185,16,0,44,2,5,9,1,1,2,1.019621
185,16,0,36,2,5,9,1,1,2,1.019621
185,16,0,34,2,5,9,1,1,2,1.019621
185,16,0,54,1,5,9,1,2,5,1.019621
185,16,0,45,2,5,9,1,2,5,1.019621
185,16,0,41,2,5,9,1,2,5,1.019621
186,19,0,45,1,2,10,2,1,0,0.49123
186,19,0,40,2,2,10,2,1,0,0.49123
186,19,0,37,2,2,10,2,1,0,0.49123
186,19,0,29,2,2,10,2,1,0,0.49123
186,19,0,26,2,2,10,2,1,0,0.49123
186,19,0,58,1,2,10,2,1,1,0.49123
186,19,0,56,2,2,10,2,1,1,0.49123
186,19,0,54,2,2,10,2,1,1,0.49123
186,19,0,52,2,2,10,2,1,1,0.49123
186,19,0,50,1,2,10,2,1,1,0.49123
186,19,0,48,2,2,10,2,1,1,0.49123
186,19,0,44,1,2,10,2,1,1,0.49123
186,19,0,42,1,2,10,2,1,1,0.49123
186,19,0,26,1,2,10,2,2,2,0.49123
186,19,0,24,1,2,10,2,2,2,0.49123
186,19,0,19,1,2,10,2,2,2,0.49123
186,19,0,15,2,2,10,2,2,2,0.49123
186,19,0,26,1,2,10,2,1,0,0.49123
186,19,0,19,2,2,10,2,1,0,0.49123
186,19,0,17,1,2,10,2,1,0,0.49123
186,19,0,28,2,2,10,2,2,0,0.49123
186,19,0,26,1,2,10,2,2,0,0.49123
186,19,0,24,2,2,10,2,2,0,0.49123
186,19,0,20,2,2,10,2,2,0,0.49123
186,19,0,18,2,2,10,2,2,0,0.49123
186,19,0,15,2,2,10,2,2,0,0.49123
186,19,0,30,1,2,10,2,2,2,0.49123
186,19,0,28,2,2,10,2,2,2,0.49123
186,19,0,24,1,2,10,2,2,2,0.49123
186,19,0,20,1,2,10,2,2,2,0.49123
186,19,0,18,2,2,10,2,2,2,0.49123
186,19,0,15,1,2,10,2,2,2,0.49123
186,19,0,25,2,2,10,2,2,2,0.49123
186,19,0,15,1,2,10,2,2,2,0.49123
186,19,0,41,2,3,10,2,2,1,0.49123
186,19,0,37,2,3,10,2,2,1,0.49123
186,19,0,35,1,3,10,2,2,1,0.49123
186,19,0,33,1,3,10,2,2,1,0.49123
186,19,0,31,2,3,10,2,2,1,0.49123
186,19,0,29,1,3,10,2,2,1,0.49123
186,19,0,22,1,3,10,2,2,0,0.49123
186,19,0,47,1,2,10,2,1,1,0.49123
186,19,0,44,1,2,10,2,1,1,0.49123
186,19,0,38,2,2,10,2,1,1,0.49123
186,19,0,35,2,2,10,2,1,1,0.49123
186,19,0,33,1,2,10,2,1,1,0.49123
186,19,0,30,2,2,10,2,1,1,0.49123
186,19,0,28,2,2,10,2,1,1,0.49123
186,19,0,26,2,2,10,2,1,1,0.49123
186,19,0,30,1,2,10,2,2,0,0.49123
186,19,0,28,2,2,10,2,2,0,0.49123
186,19,0,25,2,2,10,2,2,0,0.49123
186,19,0,22,2,2,10,2,2,0,0.49123
186,19,0,36,1,1,10,2,0,1,0.49123
186,19,0,34,1,1,10,2,0,1,0.49123
186,19,0,32,1,1,10,2,0,1,0.49123
186,19,0,30,1,1,10,2,0,1,0.49123
186,19,0,26,1,1,10,2,0,1,0.49123
186,19,0,18,1,1,10,2,0,1,0.49123
186,19,0,17,2,1,10,2,2,2,0.49123
186,19,0,15,2,1,10,2,2,2,0.49123
186,19,0,24,2,1,10,2,1,2,0.49123
186,19,0,15,2,1,10,2,1,2,0.49123
186,19,0,24,2,1,10,2,1,0,0.49123
186,19,0,17,2,1,10,2,1,0,0.49123
186,19,0,56,1,3,10,2,2,1,0.49123
186,19,0,22,2,3,10,2,1,2,0.49123
186,19,0,20,2,3,10,2,1,2,0.49123
186,19,0,47,1,3,10,2,2,4,0.49123
186,19,0,43,2,3,10,2,2,4,0.49123
186,19,0,38,2,3,10,2,2,4,0.49123
186,19,0,35,1,3,10,2,2,4,0.49123
186,19,0,32,1,3,10,2,2,0,0.49123
186,19,0,29,2,3,10,2,2,0,0.49123
186,19,0,27,2,3,10,2,2,0,0.49123
186,19,0,24,1,3,10,2,2,0,0.49123
186,19,0,19,2,3,10,2,2,0,0.49123
186,19,0,17,1,3,10,2,2,0,0.49123
186,19,0,15,1,3,10,2,2,0,0.49123
186,19,0,32,1,3,10,2,2,0,0.49123
186,19,0,29,2,3,10,2,2,0,0.49123
186,19,0,27,2,3,10,2,2,0,0.49123
186,19,0,24,1,3,10,2,2,0,0.49123
186,19,0,22,2,3,10,2,2,0,0.49123
186,19,0,17,2,3,10,2,2,0,0.49123
186,19,0,15,1,3,10,2,2,0,0.49123
186,19,0,35,1,3,10,2,2,0,0.49123
186,19,0,33,2,3,10,2,2,0,0.49123
186,19,0,30,2,3,10,2,2,0,0.49123
186,19,0,27,1,3,10,2,2,0,0.49123
186,19,0,25,2,3,10,2,2,0,0.49123
186,19,0,19,2,3,10,2,2,0,0.49123
186,19,0,15,1,3,10,2,2,0,0.49123
186,19,0,57,2,2,10,2,2,5,0.49123
186,19,0,54,1,2,10,2,2,5,0.49123
186,19,0,50,2,2,10,2,2,5,0.49123
186,19,0,43,1,2,10,2,2,5,0.49123
186,19,0,46,1,2,10,2,0,0,0.49123
186,19,0,44,1,2,10,2,0,0,0.49123
186,19,0,42,2,2,10,2,0,0,0.49123
186,19,0,40,1,2,10,2,0,0,0.49123
186,19,0,38,2,2,10,2,0,0,0.49123
186,19,1,31,1,2,10,2,0,0,0.49123
186,19,0,29,1,5,10,2,2,1,0.49123
186,19,0,26,1,5,10,2,2,1,0.49123
186,19,0,23,2,5,10,2,2,1,0.49123
186,19,0,20,1,5,10,2,2,1,0.49123
186,19,0,17,2,5,10,2,2,1,0.49123
186,19,0,25,1,2,10,2,1,2,0.49123
186,19,0,23,2,2,10,2,1,2,0.49123
186,19,0,21,2,2,10,2,1,2,0.49123
186,19,0,19,2,2,10,2,1,2,0.49123
186,19,0,28,1,2,10,2,0,2,0.49123
186,19,0,38,1,3,10,2,2,0,0.49123
186,19,0,34,2,3,10,2,2,0,0.49123
186,19,0,30,1,3,10,2,2,0,0.49123
186,19,0,28,1,3,10,2,2,0,0.49123
186,19,0,26,2,3,10,2,2,0,0.49123
186,19,0,17,1,3,10,2,2,0,0.49123
186,19,0,30,1,3,10,2,2,0,0.49123
186,19,0,28,2,3,10,2,2,0,0.49123
186,19,0,20,2,3,10,2,2,0,0.49123
186,19,0,18,1,3,10,2,2,0,0.49123
186,19,0,15,1,3,10,2,2,0,0.49123
186,19,0,32,2,3,10,2,2,0,0.49123
186,19,0,29,1,3,10,2,2,0,0.49123
186,19,0,26,1,3,10,2,2,0,0.49123
186,19,0,19,1,3,10,2,2,0,0.49123
186,19,0,19,2,3,10,2,1,2,0.49123
186,19,0,17,2,3,10,2,1,2,0.49123
186,19,0,25,2,3,10,2,1,0,0.49123
186,19,0,18,1,3,10,2,1,0,0.49123
186,19,0,35,2,3,10,2,1,0,0.49123
186,19,0,25,2,3,10,2,1,0,0.49123
186,19,0,34,2,3,10,2,2,0,0.49123
186,19,0,32,2,3,10,2,2,0,0.49123
186,19,0,38,2,3,10,2,1,2,0.49123
186,19,0,35,1,3,10,2,1,2,0.49123
186,19,0,33,2,3,10,2,1,2,0.49123
186,19,0,25,2,3,10,2,2,0,0.49123
186,19,0,15,1,3,10,2,2,0,0.49123
186,19,0,40,2,2,10,2,1,1,0.49123
186,19,0,32,1,2,10,2,1,1,0.49123
186,19,0,16,2,2,10,2,2,0,0.49123
186,19,0,19,2,2,10,2,2,0,0.49123
187,1,0,25,1,3,1,1,1,1,1.701686
187,1,0,23,1,3,1,1,1,1,1.701686
187,1,0,21,2,3,1,1,1,1,1.701686
187,1,0,17,1,3,1,1,1,1,1.701686
187,1,0,15,1,3,1,1,1,1,1.701686
187,1,0,38,2,4,1,1,2,1,1.701686
187,1,0,34,2,4,1,1,2,1,1.701686
187,1,0,32,2,4,1,1,2,1,1.701686
187,1,0,30,1,4,1,1,2,1,1.701686
187,1,0,28,2,4,1,1,2,1,1.701686
187,1,0,26,1,4,1,1,2,1,1.701686
187,1,0,32,2,4,1,1,2,0,1.701686
187,1,1,28,1,4,1,1,2,0,1.701686
187,1,0,26,2,4,1,1,2,0,1.701686
187,1,0,23,2,4,1,1,2,0,1.701686
187,1,0,37,2,4,1,1,2,5,1.701686
187,1,0,34,1,4,1,1,2,5,1.701686
187,1,0,31,1,4,1,1,2,5,1.701686
187,1,0,28,1,4,1,1,2,5,1.701686
187,1,0,21,1,4,1,1,2,5,1.701686
187,1,0,35,1,4,1,1,2,1,1.701686
187,1,0,31,2,4,1,1,2,1,1.701686
187,1,0,28,2,4,1,1,2,1,1.701686
187,1,0,40,1,5,1,1,2,1,1.701686
187,1,0,35,2,5,1,1,2,1,1.701686
187,1,0,31,2,5,1,1,2,1,1.701686
187,1,0,30,1,5,1,1,2,1,1.701686
187,1,0,29,2,5,1,1,2,1,1.701686
187,1,0,26,1,5,1,1,2,1,1.701686
187,1,0,21,1,5,1,1,2,1,1.701686
187,1,0,25,1,5,1,1,2,1,1.701686
187,1,0,21,2,5,1,1,2,1,1.701686
187,1,0,29,2,3,1,1,2,4,1.701686
187,1,0,23,2,3,1,1,2,4,1.701686
187,1,0,21,2,3,1,1,2,4,1.701686
187,1,0,17,1,3,1,1,2,4,1.701686
187,1,0,29,2,3,1,1,2,2,1.701686
187,1,0,25,2,3,1,1,2,2,1.701686
187,1,0,21,2,3,1,1,2,2,1.701686
187,1,0,17,1,3,1,1,2,2,1.701686
187,1,0,45,1,4,1,1,2,1,1.701686
187,1,0,37,2,4,1,1,2,1,1.701686
187,1,0,34,1,4,1,1,2,1,1.701686
187,1,0,28,2,4,1,1,2,1,1.701686
187,1,0,26,1,4,1,1,2,1,1.701686
187,1,0,24,2,4,1,1,2,1,1.701686
187,1,0,45,2,4,1,1,3,1,1.701686
187,1,0,42,2,4,1,1,3,1,1.701686
187,1,0,40,2,4,1,1,3,1,1.701686
187,1,0,29,1,4,1,1,3,1,1.701686
187,1,0,35,1,4,1,1,1,1,1.701686
187,1,0,52,2,2,1,1,1,4,1.701686
187,1,0,29,2,4,1,1,2,1,1.701686
187,1,0,24,2,4,1,1,2,1,1.701686
187,1,0,21,1,4,1,1,2,1,1.701686
187,1,0,19,1,4,1,1,2,1,1.701686
187,1,0,18,2,4,1,1,2,1,1.701686
187,1,0,29,2,4,1,1,2,0,1.701686
187,1,0,26,2,4,1,1,2,0,1.701686
187,1,0,24,2,4,1,1,2,0,1.701686
187,1,0,21,1,4,1,1,2,0,1.701686
187,1,0,19,1,4,1,1,2,0,1.701686
187,1,0,43,1,3,1,1,1,4,1.701686
187,1,0,40,1,3,1,1,1,4,1.701686
187,1,0,36,1,3,1,1,0,4,1.701686
187,1,0,26,1,3,1,1,0,4,1.701686
187,1,0,22,2,3,1,1,0,4,1.701686
187,1,0,22,2,3,1,1,0,4,1.701686
187,1,0,42,2,3,1,1,1,0,1.701686
187,1,0,39,2,3,1,1,1,0,1.701686
187,1,0,36,1,3,1,1,1,0,1.701686
187,1,0,32,1,3,1,1,1,0,1.701686
187,1,0,30,2,3,1,1,1,0,1.701686
187,1,0,28,1,3,1,1,1,0,1.701686
187,1,0,26,1,3,1,1,1,0,1.701686
187,1,0,24,2,3,1,1,1,0,1.701686
187,1,0,39,2,3,1,1,0,4,1.701686
187,1,0,36,1,3,1,1,0,4,1.701686
187,1,0,26,1,3,1,1,0,4,1.701686
187,1,0,20,1,3,1,1,0,4,1.701686
188,5,0,22,2,4,3,1,1,1,1.283023
188,5,0,22,1,4,3,1,1,1,1.283023
188,5,0,30,2,4,3,1,1,1,1.283023
188,5,0,28,2,4,3,1,1,1,1.283023
188,5,0,21,1,4,3,1,1,1,1.283023
188,5,0,19,1,4,3,1,1,1,1.283023
188,5,0,28,1,4,3,1,3,0,1.283023
188,5,0,23,2,4,3,1,3,0,1.283023
188,5,0,40,2,4,3,1,2,0,1.283023
188,5,0,38,2,4,3,1,2,0,1.283023
188,5,0,36,2,4,3,1,2,0,1.283023
188,5,0,34,2,4,3,1,2,0,1.283023
188,5,0,24,2,4,3,1,2,0,1.283023
188,5,0,16,2,4,3,1,2,0,1.283023
188,5,0,24,2,4,3,1,2,0,1.283023
188,5,0,24,1,4,3,1,2,2,1.283023
188,5,0,19,2,4,3,1,2,2,1.283023
188,5,0,43,2,4,3,1,2,0,1.283023
188,5,0,40,2,4,3,1,2,0,1.283023
188,5,0,36,2,4,3,1,2,0,1.283023
188,5,0,33,1,4,3,1,2,0,1.283023
188,5,0,27,2,4,3,1,2,0,1.283023
188,5,0,32,1,4,3,1,0,1,1.283023
188,5,0,30,2,4,3,1,0,1,1.283023
188,5,0,25,2,4,3,1,0,1,1.283023
188,5,0,23,2,4,3,1,0,1,1.283023
188,5,0,20,2,4,3,1,0,1,1.283023
188,5,0,28,2,3,3,1,2,0,1.283023
188,5,0,25,2,3,3,1,2,0,1.283023
188,5,0,20,2,3,3,1,2,0,1.283023
188,5,0,27,2,3,3,1,2,0,1.283023
188,5,0,25,2,3,3,1,2,0,1.283023
188,5,0,22,2,3,3,1,2,0,1.283023
188,5,0,33,1,4,3,1,2,1,1.283023
188,5,0,29,2,4,3,1,2,1,1.283023
188,5,0,27,1,4,3,1,2,1,1.283023
188,5,0,26,2,4,3,1,2,1,1.283023
188,5,0,17,1,4,3,1,2,0,1.283023
188,5,0,33,1,4,3,1,1,2,1.283023
188,5,0,26,1,4,3,1,2,0,1.283023
188,5,0,24,1,4,3,1,2,0,1.283023
188,5,0,17,1,4,3,1,2,0,1.283023
188,5,0,59,1,4,3,1,1,1,1.283023
188,5,1,54,2,4,3,1,1,1,1.283023
188,5,0,53,2,4,3,1,1,1,1.283023
188,5,0,51,2,4,3,1,1,1,1.283023
188,5,0,49,1,4,3,1,1,1,1.283023
188,5,0,47,1,4,3,1,1,1,1.283023
188,5,0,46,2,4,3,1,1,1,1.283023
188,5,0,41,1,4,3,1,1,1,1.283023
188,5,0,23,2,4,3,1,2,0,1.283023
188,5,0,31,2,4,3,1,2,2,1.283023
188,5,0,18,2,4,3,1,2,2,1.283023
188,5,0,36,1,4,3,1,2,0,1.283023
188,5,0,33,1,4,3,1,2,0,1.283023
188,5,0,31,2,4,3,1,2,0,1.283023
188,5,0,27,1,4,3,1,2,0,1.283023
188,5,0,25,1,4,3,1,2,0,1.283023
188,5,0,23,1,4,3,1,2,0,1.283023
188,5,0,21,2,4,3,1,2,0,1.283023
189,18,0,29,2,4,10,1,2,2,1.442445
189,18,0,27,1,4,10,1,2,2,1.442445
189,18,0,26,1,4,10,1,2,2,1.442445
189,18,0,23,2,4,10,1,2,2,1.442445
189,18,0,49,2,5,10,1,2,2,1.442445
189,18,0,47,2,5,10,1,2,2,1.442445
189,18,0,45,1,5,10,1,2,2,1.442445
189,18,0,43,2,5,10,1,2,2,1.442445
189,18,0,40,2,5,10,1,2,2,1.442445
189,18,0,37,2,5,10,1,2,2,1.442445
189,18,0,35,1,5,10,1,2,2,1.442445
189,18,0,31,1,5,10,1,2,2,1.442445
189,18,0,30,2,5,10,1,2,0,1.442445
189,18,0,23,2,5,10,1,2,0,1.442445
189,18,0,21,2,5,10,1,2,0,1.442445
189,18,0,19,2,5,10,1,2,0,1.442445
189,18,0,38,1,5,10,1,1,0,1.442445
189,18,0,35,1,5,10,1,1,0,1.442445
189,18,0,32,2,5,10,1,1,0,1.442445
189,18,0,31,2,5,10,1,1,0,1.442445
189,18,0,29,1,5,10,1,1,0,1.442445
189,18,0,42,2,4,10,1,3,5,1.442445
189,18,0,39,2,4,10,1,3,5,1.442445
189,18,0,30,2,4,10,1,3,5,1.442445
189,18,0,28,2,4,10,1,3,5,1.442445
189,18,0,24,2,4,10,1,3,5,1.442445
189,18,0,22,2,4,10,1,3,5,1.442445
189,18,0,20,2,4,10,1,3,5,1.442445
189,18,0,18,1,4,10,1,3,5,1.442445
189,18,0,16,2,4,10,1,3,5,1.442445
189,18,0,47,2,4,10,1,2,0,1.442445
189,18,0,43,2,4,10,1,2,0,1.442445
189,18,0,41,2,4,10,1,2,0,1.442445
189,18,0,39,2,4,10,1,2,0,1.442445
189,18,0,36,2,4,10,1,2,0,1.442445
189,18,0,34,2,4,10,1,2,0,1.442445
189,18,0,32,2,4,10,1,2,0,1.442445
189,18,0,30,2,4,10,1,2,0,1.442445
189,18,0,28,1,4,10,1,2,0,1.442445
189,18,0,38,2,5,10,1,2,0,1.442445
189,18,1,31,2,5,10,1,2,0,1.442445
189,18,0,26,1,5,10,1,2,0,1.442445
189,18,0,22,1,5,10,1,2,0,1.442445
189,18,0,28,2,5,10,1,2,0,1.442445
189,18,0,24,1,5,10,1,2,0,1.442445
189,18,0,18,2,5,10,1,2,0,1.442445
189,18,0,15,2,5,10,1,2,0,1.442445
189,18,0,55,2,4,10,1,2,1,1.442445
189,18,0,53,2,4,10,1,2,1,1.442445
189,18,0,51,2,4,10,1,2,1,1.442445
189,18,0,49,1,4,10,1,2,1,1.442445
189,18,0,47,1,4,10,1,2,1,1.442445
189,18,0,45,1,4,10,1,2,1,1.442445
189,18,0,43,1,4,10,1,2,1,1.442445
189,18,0,41,1,4,10,1,2,1,1.442445
189,18,0,15,1,4,10,1,1,0,1.442445
189,18,0,17,1,4,10,1,2,0,1.442445
189,18,0,29,1,3,10,1,2,2,1.442445
189,18,0,34,1,3,10,1,1,0,1.442445
189,18,0,31,1,3,10,1,1,0,1.442445
189,18,0,25,2,3,10,1,1,0,1.442445
189,18,0,38,1,4,10,1,2,2,1.442445
189,18,0,52,2,4,10,1,2,1,1.442445
189,18,0,46,2,5,10,1,2,2,1.442445
189,18,0,26,2,5,10,1,2,2,1.442445
189,18,0,23,1,5,10,1,2,2,1.442445
189,18,0,20,1,5,10,1,2,2,1.442445
189,18,0,18,2,5,10,1,2,2,1.442445
189,18,0,38,2,4,10,1,2,2,1.442445
189,18,0,34,1,4,10,1,2,2,1.442445
189,18,0,19,2,4,10,1,2,2,1.442445
189,18,0,54,2,5,10,1,1,1,1.442445
189,18,0,50,1,5,10,1,1,1,1.442445
189,18,0,45,1,5,10,1,1,1,1.442445
189,18,0,42,2,5,10,1,1,1,1.442445
189,18,0,32,1,5,10,1,1,1,1.442445
189,18,0,30,2,5,10,1,1,1,1.442445
189,18,0,30,1,5,10,1,2,0,1.442445
189,18,0,25,1,5,10,1,2,0,1.442445
189,18,0,20,2,5,10,1,2,0,1.442445
189,18,0,17,2,5,10,1,2,0,1.442445
189,18,0,15,2,5,10,1,2,0,1.442445
189,18,0,15,2,5,10,1,2,0,1.442445
189,18,0,27,1,5,10,1,2,0,1.442445
189,18,0,24,1,5,10,1,2,0,1.442445
189,18,0,22,2,5,10,1,2,0,1.442445
189,18,0,20,2,5,10,1,2,0,1.442445
189,18,0,15,2,5,10,1,2,0,1.442445
189,18,0,15,2,5,10,1,2,0,1.442445
189,18,0,29,1,5,10,1,2,0,1.442445
